GeoFips,GeoName,Year,BEA Population
38000,North Dakota,1975,638469
39000,Ohio,1975,10770498
40000,Oklahoma,1975,2771858
41000,Oregon,1975,2324622
42000,Pennsylvania,1975,11897778
44000,Rhode Island,1975,946339
45000,South Carolina,1975,2900158
46000,South Dakota,1975,681420
47000,Tennessee,1975,4260829
48000,Texas,1975,12568182
49000,Utah,1975,1233935
50000,Vermont,1975,479894
51000,Virginia,1975,5056385
53000,Washington,1975,3618824
54000,West Virginia,1975,1840548
55000,Wisconsin,1975,4569616
56000,Wyoming,1975,380477
91000,New England,1975,12176402
92000,Mideast,1975,42727721
93000,Great Lakes,1975,41105385
94000,Plains,1975,16742551
95000,Southeast,1975,48787678
96000,Southwest,1975,18789070
97000,Rocky Mountain,1975,5781745
98000,Far West,1975,29346033
Legend / Footnotes:,,1975,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1975,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1975,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1975,
,,1975,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1975,
0,United States,1976,217553859
1000,Alabama,1976,3737204
2000,Alaska ,1976,393115
4000,Arizona,1976,2347976
5000,Arkansas,1976,2168688
6000,California,1976,21934505
8000,Colorado,1976,2632244
9000,Connecticut,1976,3085984
10000,Delaware,1976,592755
11000,District of Columbia,1976,696305
12000,Florida,1976,8695356
13000,Georgia,1976,5126155
15000,Hawaii ,1976,892335
16000,Idaho,1976,856979
17000,Illinois,1976,11360274
18000,Indiana,1976,5371552
19000,Iowa,1976,2903770
20000,Kansas,1976,2298645
21000,Kentucky,1976,3530443
22000,Louisiana,1976,3951636
23000,Maine,1976,1089960
24000,Maryland,1976,4172132
25000,Massachusetts,1976,5748868
26000,Michigan,1976,9117481
27000,Minnesota,1976,3956602
28000,Mississippi,1976,2430324
29000,Missouri,1976,4823554
30000,Montana,1976,758521
31000,Nebraska,1976,1548901
32000,Nevada,1976,646823
33000,New Hampshire,1976,847025
34000,New Jersey,1976,7344079
35000,New Mexico,1976,1195162
36000,New York,1976,17974654
37000,North Carolina,1976,5593463
38000,North Dakota,1976,645293
39000,Ohio,1976,10752731
40000,Oklahoma,1976,2823396
41000,Oregon,1976,2372155
42000,Pennsylvania,1976,11887478
44000,Rhode Island,1976,950321
45000,South Carolina,1976,2941407
46000,South Dakota,1976,686843
47000,Tennessee,1976,4329160
48000,Texas,1976,12903268
49000,Utah,1976,1272365
50000,Vermont,1976,485144
51000,Virginia,1976,5132693
53000,Washington,1976,3690561
54000,West Virginia,1976,1877440
55000,Wisconsin,1976,4584688
56000,Wyoming,1976,395446
91000,New England,1976,12207302
92000,Mideast,1976,42667403
93000,Great Lakes,1976,41186726
94000,Plains,1976,16863608
95000,Southeast,1976,49513969
96000,Southwest,1976,19269802
97000,Rocky Mountain,1976,5915555
98000,Far West,1976,29929494
Legend / Footnotes:,,1976,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1976,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1976,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1976,
,,1976,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1976,
0,United States,1977,219760875
1000,Alabama,1977,3782736
2000,Alaska ,1977,397363
4000,Arizona,1977,2427310
5000,Arkansas,1977,2207228
6000,California,1977,22350247
8000,Colorado,1977,2696007
9000,Connecticut,1977,3088729
10000,Delaware,1977,594821
11000,District of Columbia,1977,681768
12000,Florida,1977,8888958
13000,Georgia,1977,5211771
15000,Hawaii ,1977,915749
16000,Idaho,1977,883446
17000,Illinois,1977,11406312
18000,Indiana,1977,5405075
19000,Iowa,1977,2914308
20000,Kansas,1977,2317836
21000,Kentucky,1977,3575001
22000,Louisiana,1977,4015582
23000,Maine,1977,1105369
24000,Maryland,1977,4194639
25000,Massachusetts,1977,5744097
26000,Michigan,1977,9157247
27000,Minnesota,1977,3979844
28000,Mississippi,1977,2459810
29000,Missouri,1977,4845042
30000,Montana,1977,771354
31000,Nebraska,1977,1554466
32000,Nevada,1977,678134
33000,New Hampshire,1977,871860
34000,New Jersey,1977,7342027
35000,New Mexico,1977,1225245
36000,New York,1977,17851507
37000,North Carolina,1977,5668494
38000,North Dakota,1977,649168
39000,Ohio,1977,10771232
40000,Oklahoma,1977,2865935
41000,Oregon,1977,2439355
42000,Pennsylvania,1977,11881857
44000,Rhode Island,1977,955128
45000,South Carolina,1977,2988979
46000,South Dakota,1977,688992
47000,Tennessee,1977,4401939
48000,Texas,1977,13191790
49000,Utah,1977,1316421
50000,Vermont,1977,492174
51000,Virginia,1977,5205706
53000,Washington,1977,3772360
54000,West Virginia,1977,1905628
55000,Wisconsin,1977,4613299
56000,Wyoming,1977,411530
91000,New England,1977,12257357
92000,Mideast,1977,42546619
93000,Great Lakes,1977,41353165
94000,Plains,1977,16949656
95000,Southeast,1977,50311832
96000,Southwest,1977,19710280
97000,Rocky Mountain,1977,6078758
98000,Far West,1977,30553208
Legend / Footnotes:,,1977,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1977,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1977,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1977,
,,1977,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1977,
0,United States,1978,222098244
1000,Alabama,1978,3834120
2000,Alaska ,1978,402191
4000,Arizona,1978,2517852
5000,Arkansas,1978,2241019
6000,California,1978,22838960
8000,Colorado,1978,2766725
9000,Connecticut,1978,3094839
10000,Delaware,1978,598188
11000,District of Columbia,1978,670046
12000,Florida,1978,9131554
13000,Georgia,1978,5286148
15000,Hawaii ,1978,928816
16000,Idaho,1978,910962
17000,Illinois,1978,11434421
18000,Indiana,1978,5446403
19000,Iowa,1978,2919008
20000,Kansas,1978,2332815
21000,Kentucky,1978,3611382
22000,Louisiana,1978,4073288
23000,Maine,1978,1115457
24000,Maryland,1978,4211641
25000,Massachusetts,1978,5742923
26000,Michigan,1978,9201953
27000,Minnesota,1978,4004676
28000,Mississippi,1978,2488033
29000,Missouri,1978,4871171
30000,Montana,1978,784043
31000,Nebraska,1978,1560826
32000,Nevada,1978,719345
33000,New Hampshire,1978,893974
34000,New Jersey,1978,7356414
35000,New Mexico,1978,1251848
36000,New York,1978,17720421
37000,North Carolina,1978,5740286
38000,North Dakota,1978,650648
39000,Ohio,1978,10795431
40000,Oklahoma,1978,2913056
41000,Oregon,1978,2509609
42000,Pennsylvania,1978,11864774
44000,Rhode Island,1978,957237
45000,South Carolina,1978,3041068
46000,South Dakota,1978,689293
47000,Tennessee,1978,4461639
48000,Texas,1978,13497726
49000,Utah,1978,1364235
50000,Vermont,1978,498284
51000,Virginia,1978,5284122
53000,Washington,1978,3886191
54000,West Virginia,1978,1920342
55000,Wisconsin,1978,4631944
56000,Wyoming,1978,430897
91000,New England,1978,12302714
92000,Mideast,1978,42421484
93000,Great Lakes,1978,41510152
94000,Plains,1978,17028437
95000,Southeast,1978,51113001
96000,Southwest,1978,20180482
97000,Rocky Mountain,1978,6256862
98000,Far West,1978,31285112
Legend / Footnotes:,,1978,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1978,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1978,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1978,
,,1978,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1978,
0,United States,1979,224568579
1000,Alabama,1979,3869444
2000,Alaska ,1979,403544
4000,Arizona,1979,2638582
5000,Arkansas,1979,2269115
6000,California,1979,23255069
8000,Colorado,1979,2849181
9000,Connecticut,1979,3099907
10000,Delaware,1979,598830
11000,District of Columbia,1979,655616
12000,Florida,1979,9470585
13000,Georgia,1979,5391265
15000,Hawaii ,1979,950050
16000,Idaho,1979,932636
17000,Illinois,1979,11422782
18000,Indiana,1979,5474909
19000,Iowa,1979,2916803
20000,Kansas,1979,2347370
21000,Kentucky,1979,3643655
22000,Louisiana,1979,4139316
23000,Maine,1979,1124927
24000,Maryland,1979,4223398
25000,Massachusetts,1979,5746188
26000,Michigan,1979,9248814
27000,Minnesota,1979,4038150
28000,Mississippi,1979,2507967
29000,Missouri,1979,4889327
30000,Montana,1979,789167
31000,Nebraska,1979,1564356
32000,Nevada,1979,765121
33000,New Hampshire,1979,911893
34000,New Jersey,1979,7373048
35000,New Mexico,1979,1280539
36000,New York,1979,17633646
37000,North Carolina,1979,5801563
38000,North Dakota,1979,652152
39000,Ohio,1979,10798562
40000,Oklahoma,1979,2970080
41000,Oregon,1979,2578312
42000,Pennsylvania,1979,11873563
44000,Rhode Island,1979,956643
45000,South Carolina,1979,3086885
46000,South Dakota,1979,689018
47000,Tennessee,1979,4533297
48000,Texas,1979,13887312
49000,Utah,1979,1416094
50000,Vermont,1979,505711
51000,Virginia,1979,5324533
53000,Washington,1979,4012831
54000,West Virginia,1979,1939062
55000,Wisconsin,1979,4665911
56000,Wyoming,1979,451850
91000,New England,1979,12345269
92000,Mideast,1979,42358101
93000,Great Lakes,1979,41610978
94000,Plains,1979,17097176
95000,Southeast,1979,51976687
96000,Southwest,1979,20776513
97000,Rocky Mountain,1979,6438928
98000,Far West,1979,31964927
Legend / Footnotes:,,1979,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1979,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1979,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1979,
,,1979,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1979,
0,United States,1980,227224719
1000,Alabama,1980,3900368
2000,Alaska ,1980,405315
4000,Arizona,1980,2737774
5000,Arkansas,1980,2288738
6000,California,1980,23800800
8000,Colorado,1980,2908803
9000,Connecticut,1980,3113174
10000,Delaware,1980,594919
11000,District of Columbia,1980,638284
12000,Florida,1980,9839835
13000,Georgia,1980,5486174
15000,Hawaii ,1980,967710
16000,Idaho,1980,947983
17000,Illinois,1980,11434702
18000,Indiana,1980,5490721
19000,Iowa,1980,2914018
20000,Kansas,1980,2369039
21000,Kentucky,1980,3664221
22000,Louisiana,1980,4223101
23000,Maine,1980,1126860
24000,Maryland,1980,4227643
25000,Massachusetts,1980,5746075
26000,Michigan,1980,9255553
27000,Minnesota,1980,4085017
28000,Mississippi,1980,2525342
29000,Missouri,1980,4921966
30000,Montana,1980,788752
31000,Nebraska,1980,1572296
32000,Nevada,1980,810215
33000,New Hampshire,1980,924250
34000,New Jersey,1980,7376330
35000,New Mexico,1980,1309400
36000,New York,1980,17566754
37000,North Carolina,1980,5898980
38000,North Dakota,1980,654380
39000,Ohio,1980,10800650
40000,Oklahoma,1980,3040758
41000,Oregon,1980,2641218
42000,Pennsylvania,1980,11868305
44000,Rhode Island,1980,948773
45000,South Carolina,1980,3134502
46000,South Dakota,1980,690851
47000,Tennessee,1980,4600252
48000,Texas,1980,14338208
49000,Utah,1980,1472595
50000,Vermont,1980,512524
51000,Virginia,1980,5368334
53000,Washington,1980,4154678
54000,West Virginia,1980,1951349
55000,Wisconsin,1980,4712045
56000,Wyoming,1980,474185
91000,New England,1980,12371656
92000,Mideast,1980,42272235
93000,Great Lakes,1980,41693671
94000,Plains,1980,17207567
95000,Southeast,1980,52881196
96000,Southwest,1980,21426140
97000,Rocky Mountain,1980,6592318
98000,Far West,1980,32779936
Legend / Footnotes:,,1980,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1980,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1980,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1980,
,,1980,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1980,
0,United States,1981,229465744
1000,Alabama,1981,3918533
2000,Alaska ,1981,418493
4000,Arizona,1981,2810108
5000,Arkansas,1981,2293204
6000,California,1981,24285933
8000,Colorado,1981,2977899
9000,Connecticut,1981,3128837
10000,Delaware,1981,595974
11000,District of Columbia,1981,636893
12000,Florida,1981,10192775
13000,Georgia,1981,5568346
15000,Hawaii ,1981,978195
16000,Idaho,1981,962204
17000,Illinois,1981,11443461
18000,Indiana,1981,5480440
19000,Iowa,1981,2907985
20000,Kansas,1981,2384853
21000,Kentucky,1981,3670395
22000,Louisiana,1981,4283297
23000,Maine,1981,1133033
24000,Maryland,1981,4261905
25000,Massachusetts,1981,5768685
26000,Michigan,1981,9209287
27000,Minnesota,1981,4111733
28000,Mississippi,1981,2539032
29000,Missouri,1981,4932069
30000,Montana,1981,795325
31000,Nebraska,1981,1578517
32000,Nevada,1981,847656
33000,New Hampshire,1981,936621
34000,New Jersey,1981,7407471
35000,New Mexico,1981,1332747
36000,New York,1981,17567731
37000,North Carolina,1981,5956653
38000,North Dakota,1981,659504
39000,Ohio,1981,10788336
40000,Oklahoma,1981,3096159
41000,Oregon,1981,2667985
42000,Pennsylvania,1981,11858569
44000,Rhode Island,1981,953012
45000,South Carolina,1981,3179255
46000,South Dakota,1981,689584
47000,Tennessee,1981,4627662
48000,Texas,1981,14746318
49000,Utah,1981,1515472
50000,Vermont,1981,515594
51000,Virginia,1981,5444094
53000,Washington,1981,4235728
54000,West Virginia,1981,1954125
55000,Wisconsin,1981,4726345
56000,Wyoming,1981,491712
91000,New England,1981,12435782
92000,Mideast,1981,42328543
93000,Great Lakes,1981,41647869
94000,Plains,1981,17264245
95000,Southeast,1981,53627371
96000,Southwest,1981,21985332
97000,Rocky Mountain,1981,6742612
98000,Far West,1981,33433990
Legend / Footnotes:,,1981,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1981,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1981,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1981,
,,1981,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1981,
0,United States,1982,231664432
1000,Alabama,1982,3925263
2000,Alaska ,1982,449606
4000,Arizona,1982,2889860
5000,Arkansas,1982,2294254
6000,California,1982,24820007
8000,Colorado,1982,3061562
9000,Connecticut,1982,3139014
10000,Delaware,1982,599148
11000,District of Columbia,1982,634174
12000,Florida,1982,10471405
13000,Georgia,1982,5649788
15000,Hawaii ,1982,993780
16000,Idaho,1982,973719
17000,Illinois,1982,11423413
18000,Indiana,1982,5467918
19000,Iowa,1982,2888190
20000,Kansas,1982,2401207
21000,Kentucky,1982,3683449
22000,Louisiana,1982,4352609
23000,Maine,1982,1136683
24000,Maryland,1982,4282923
25000,Massachusetts,1982,5771222
26000,Michigan,1982,9115196
27000,Minnesota,1982,4131450
28000,Mississippi,1982,2556776
29000,Missouri,1982,4929456
30000,Montana,1982,803984
31000,Nebraska,1982,1581776
32000,Nevada,1982,881538
33000,New Hampshire,1982,947720
34000,New Jersey,1982,7430970
35000,New Mexico,1982,1363822
36000,New York,1982,17589737
37000,North Carolina,1982,6019108
38000,North Dakota,1982,668972
39000,Ohio,1982,10757085
40000,Oklahoma,1982,3206129
41000,Oregon,1982,2664919
42000,Pennsylvania,1982,11845146
44000,Rhode Island,1982,954170
45000,South Carolina,1982,3207611
46000,South Dakota,1982,690597
47000,Tennessee,1982,4646043
48000,Texas,1982,15331408
49000,Utah,1982,1558314
50000,Vermont,1982,519108
51000,Virginia,1982,5492785
53000,Washington,1982,4276551
54000,West Virginia,1982,1949605
55000,Wisconsin,1982,4728862
56000,Wyoming,1982,506400
91000,New England,1982,12467917
92000,Mideast,1982,42382098
93000,Great Lakes,1982,41492474
94000,Plains,1982,17291648
95000,Southeast,1982,54248696
96000,Southwest,1982,22791219
97000,Rocky Mountain,1982,6903979
98000,Far West,1982,34086401
Legend / Footnotes:,,1982,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1982,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1982,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1982,
,,1982,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1982,
0,United States,1983,233792014
1000,Alabama,1983,3934100
2000,Alaska ,1983,488418
4000,Arizona,1983,2968924
5000,Arkansas,1983,2305766
6000,California,1983,25360023
8000,Colorado,1983,3133634
9000,Connecticut,1983,3162355
10000,Delaware,1983,605459
11000,District of Columbia,1983,632433
12000,Florida,1983,10749849
13000,Georgia,1983,5728248
15000,Hawaii ,1983,1012717
16000,Idaho,1983,981866
17000,Illinois,1983,11408817
18000,Indiana,1983,5450396
19000,Iowa,1983,2870547
20000,Kansas,1983,2415529
21000,Kentucky,1983,3694469
22000,Louisiana,1983,4395311
23000,Maine,1983,1144772
24000,Maryland,1983,4313329
25000,Massachusetts,1983,5799405
26000,Michigan,1983,9047764
27000,Minnesota,1983,4141458
28000,Mississippi,1983,2567719
29000,Missouri,1983,4943735
30000,Montana,1983,814029
31000,Nebraska,1983,1584293
32000,Nevada,1983,901978
33000,New Hampshire,1983,958134
34000,New Jersey,1983,7467784
35000,New Mexico,1983,1394362
36000,New York,1983,17686907
37000,North Carolina,1983,6077059
38000,North Dakota,1983,676687
39000,Ohio,1983,10737631
40000,Oklahoma,1983,3290404
41000,Oregon,1983,2653071
42000,Pennsylvania,1983,11837726
44000,Rhode Island,1983,956382
45000,South Carolina,1983,3234068
46000,South Dakota,1983,693009
47000,Tennessee,1983,4659757
48000,Texas,1983,15751674
49000,Utah,1983,1594943
50000,Vermont,1983,523302
51000,Virginia,1983,5564662
53000,Washington,1983,4300269
54000,West Virginia,1983,1945058
55000,Wisconsin,1983,4721438
56000,Wyoming,1983,510344
91000,New England,1983,12544350
92000,Mideast,1983,42543638
93000,Great Lakes,1983,41366046
94000,Plains,1983,17325258
95000,Southeast,1983,54856066
96000,Southwest,1983,23405364
97000,Rocky Mountain,1983,7034816
98000,Far West,1983,34716476
Legend / Footnotes:,,1983,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1983,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1983,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1983,
,,1983,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1983,
0,United States,1984,235824907
1000,Alabama,1984,3951824
2000,Alaska ,1984,513704
4000,Arizona,1984,3067134
5000,Arkansas,1984,2319767
6000,California,1984,25844397
8000,Colorado,1984,3169995
9000,Connecticut,1984,3180014
10000,Delaware,1984,611565
11000,District of Columbia,1984,633382
12000,Florida,1984,11039925
13000,Georgia,1984,5834943
15000,Hawaii ,1984,1027922
16000,Idaho,1984,990841
17000,Illinois,1984,11412128
18000,Indiana,1984,5458322
19000,Iowa,1984,2858615
20000,Kansas,1984,2424088
21000,Kentucky,1984,3695459
22000,Louisiana,1984,4400474
23000,Maine,1984,1155634
24000,Maryland,1984,4365246
25000,Massachusetts,1984,5840774
26000,Michigan,1984,9049454
27000,Minnesota,1984,4157704
28000,Mississippi,1984,2578053
29000,Missouri,1984,4975276
30000,Montana,1984,820904
31000,Nebraska,1984,1588638
32000,Nevada,1984,924921
33000,New Hampshire,1984,976863
34000,New Jersey,1984,7515474
35000,New Mexico,1984,1416719
36000,New York,1984,17745676
37000,North Carolina,1984,6164004
38000,North Dakota,1984,680499
39000,Ohio,1984,10737743
40000,Oklahoma,1984,3285535
41000,Oregon,1984,2666589
42000,Pennsylvania,1984,11815175
44000,Rhode Island,1984,961895
45000,South Carolina,1984,3271864
46000,South Dakota,1984,697250
47000,Tennessee,1984,4686743
48000,Texas,1984,16007088
49000,Utah,1984,1622342
50000,Vermont,1984,526658
51000,Virginia,1984,5643868
53000,Washington,1984,4343657
54000,West Virginia,1984,1927696
55000,Wisconsin,1984,4735571
56000,Wyoming,1984,504895
91000,New England,1984,12641838
92000,Mideast,1984,42686518
93000,Great Lakes,1984,41393218
94000,Plains,1984,17382070
95000,Southeast,1984,55514620
96000,Southwest,1984,23776476
97000,Rocky Mountain,1984,7108977
98000,Far West,1984,35321190
Legend / Footnotes:,,1984,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1984,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1984,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1984,
,,1984,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1984,
0,United States,1985,237923734
1000,Alabama,1985,3972520
2000,Alaska ,1985,532496
4000,Arizona,1985,3183539
5000,Arkansas,1985,2327046
6000,California,1985,26441107
8000,Colorado,1985,3208726
9000,Connecticut,1985,3201131
10000,Delaware,1985,618279
11000,District of Columbia,1985,634549
12000,Florida,1985,11351120
13000,Georgia,1985,5962639
15000,Hawaii ,1985,1039698
16000,Idaho,1985,994052
17000,Illinois,1985,11399803
18000,Indiana,1985,5459214
19000,Iowa,1985,2829684
20000,Kansas,1985,2427401
21000,Kentucky,1985,3694816
22000,Louisiana,1985,4408113
23000,Maine,1985,1162935
24000,Maryland,1985,4413072
25000,Massachusetts,1985,5880734
26000,Michigan,1985,9076287
27000,Minnesota,1985,4184301
28000,Mississippi,1985,2588103
29000,Missouri,1985,5000260
30000,Montana,1985,822320
31000,Nebraska,1985,1584661
32000,Nevada,1985,951032
33000,New Hampshire,1985,996753
34000,New Jersey,1985,7565530
35000,New Mexico,1985,1438360
36000,New York,1985,17791678
37000,North Carolina,1985,6253957
38000,North Dakota,1985,676979
39000,Ohio,1985,10734926
40000,Oklahoma,1985,3271333
41000,Oregon,1985,2672648
42000,Pennsylvania,1985,11770865
44000,Rhode Island,1985,968956
45000,South Carolina,1985,3303211
46000,South Dakota,1985,698404
47000,Tennessee,1985,4715292
48000,Texas,1985,16272722
49000,Utah,1985,1642910
50000,Vermont,1985,530035
51000,Virginia,1985,5715149
53000,Washington,1985,4400096
54000,West Virginia,1985,1906831
55000,Wisconsin,1985,4747765
56000,Wyoming,1985,499696
91000,New England,1985,12740544
92000,Mideast,1985,42793973
93000,Great Lakes,1985,41417995
94000,Plains,1985,17401690
95000,Southeast,1985,56198797
96000,Southwest,1985,24165954
97000,Rocky Mountain,1985,7167704
98000,Far West,1985,36037077
Legend / Footnotes:,,1985,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1985,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1985,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1985,
,,1985,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1985,
0,United States,1986,240132831
1000,Alabama,1986,3991569
2000,Alaska ,1986,544269
4000,Arizona,1986,3308261
5000,Arkansas,1986,2331988
6000,California,1986,27102238
8000,Colorado,1986,3237448
9000,Connecticut,1986,3223741
10000,Delaware,1986,627559
11000,District of Columbia,1986,638269
12000,Florida,1986,11667503
13000,Georgia,1986,6084645
15000,Hawaii ,1986,1051762
16000,Idaho,1986,990222
17000,Illinois,1986,11387256
18000,Indiana,1986,5454103
19000,Iowa,1986,2791969
20000,Kansas,1986,2432614
21000,Kentucky,1986,3687805
22000,Louisiana,1986,4406922
23000,Maine,1986,1170126
24000,Maryland,1986,4486956
25000,Massachusetts,1986,5902677
26000,Michigan,1986,9127774
27000,Minnesota,1986,4205213
28000,Mississippi,1986,2593596
29000,Missouri,1986,5023055
30000,Montana,1986,813738
31000,Nebraska,1986,1574328
32000,Nevada,1986,980614
33000,New Hampshire,1986,1025054
34000,New Jersey,1986,7622161
35000,New Mexico,1986,1462728
36000,New York,1986,17833421
37000,North Carolina,1986,6321576
38000,North Dakota,1986,669513
39000,Ohio,1986,10730272
40000,Oklahoma,1986,3252735
41000,Oregon,1986,2683526
42000,Pennsylvania,1986,11782754
44000,Rhode Island,1986,977340
45000,South Carolina,1986,3342759
46000,South Dakota,1986,696036
47000,Tennessee,1986,4738708
48000,Texas,1986,16561103
49000,Utah,1986,1662833
50000,Vermont,1986,534066
51000,Virginia,1986,5811692
53000,Washington,1986,4452724
54000,West Virginia,1986,1882352
55000,Wisconsin,1986,4755625
56000,Wyoming,1986,495633
91000,New England,1986,12833004
92000,Mideast,1986,42991120
93000,Great Lakes,1986,41455030
94000,Plains,1986,17392728
95000,Southeast,1986,56861115
96000,Southwest,1986,24584827
97000,Rocky Mountain,1986,7199874
98000,Far West,1986,36815133
Legend / Footnotes:,,1986,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1986,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1986,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1986,
,,1986,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1986,
0,United States,1987,242288936
1000,Alabama,1987,4015262
2000,Alaska ,1987,539310
4000,Arizona,1987,3437103
5000,Arkansas,1987,2342357
6000,California,1987,27777160
8000,Colorado,1987,3260477
9000,Connecticut,1987,3247290
10000,Delaware,1987,636946
11000,District of Columbia,1987,636930
12000,Florida,1987,11997282
13000,Georgia,1987,6208479
15000,Hawaii ,1987,1067917
16000,Idaho,1987,984997
17000,Illinois,1987,11391176
18000,Indiana,1987,5473023
19000,Iowa,1987,2767006
20000,Kansas,1987,2445367
21000,Kentucky,1987,3683330
22000,Louisiana,1987,4344151
23000,Maine,1987,1184577
24000,Maryland,1987,4565558
25000,Massachusetts,1987,5935205
26000,Michigan,1987,9187484
27000,Minnesota,1987,4235136
28000,Mississippi,1987,2588545
29000,Missouri,1987,5056702
30000,Montana,1987,805064
31000,Nebraska,1987,1566544
32000,Nevada,1987,1023374
33000,New Hampshire,1987,1054289
34000,New Jersey,1987,7670741
35000,New Mexico,1987,1478519
36000,New York,1987,17868844
37000,North Carolina,1987,6403693
38000,North Dakota,1987,661141
39000,Ohio,1987,10760081
40000,Oklahoma,1987,3210124
41000,Oregon,1987,2700996
42000,Pennsylvania,1987,11810869
44000,Rhode Island,1987,989605
45000,South Carolina,1987,3380507
46000,South Dakota,1987,696034
47000,Tennessee,1987,4782939
48000,Texas,1987,16621767
49000,Utah,1987,1678120
50000,Vermont,1987,540267
51000,Virginia,1987,5932273
53000,Washington,1987,4531903
54000,West Virginia,1987,1857583
55000,Wisconsin,1987,4777923
56000,Wyoming,1987,476966
91000,New England,1987,12951233
92000,Mideast,1987,43189888
93000,Great Lakes,1987,41589687
94000,Plains,1987,17427930
95000,Southeast,1987,57536401
96000,Southwest,1987,24747513
97000,Rocky Mountain,1987,7205624
98000,Far West,1987,37640660
Legend / Footnotes:,,1987,
1/ Census Bureau midyear population estimate. Estimates for 2010-2019 reflect Census Bureau midyear state population estimates available as of December 2019.,,1987,
* Estimates prior to 1950 are not available for Alaska and Hawaii.,,1987,
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.,,1987,
,,1987,
"Last updated: September 24, 2020-- revised statistics for 2013-2019.",,1987,
0,United States,1988,244499004
1000,Alabama,1988,4023842
2000,Alaska ,1988,541984
4000,Arizona,1988,3535183
5000,Arkansas,1988,2342655
6000,California,1988,28464250
